@relation 'Projet_de_données_Éco-DataLab (3)-weka.filters.unsupervised.attribute.AddExpression-E2026-A3-Nexpression-weka.filters.unsupervised.attribute.Remove-R3-weka.filters.unsupervised.attribute.RenameAttribute-find([\\s\\S]+)-replaceage-R9-weka.filters.unsupervised.attribute.AddExpression-Eifelse(A2=1|A2=3|A2=7|A2=15|A2=26|A2=38,1,ifelse(A2=2,2,ifelse(A2=4|A2=5|A2=6|A2=13,3,ifelse(A2=8|A2=10,4,ifelse(A2=9|A2=11|A2=12|A2=30|A2=31|A2=32|A2=34,5,ifelse(A2=14|A2=27,6,ifelse(A2=16|A2=17|A2=19|A2=23|A2=24|A2=33|A2=40,7,ifelse(A2=18|A2=28|A2=36|A2=37,8,ifelse(A2=20,9,ifelse(A2=21|A2=25|A2=39,10,ifelse(A2=22|A2=29|A2=35,11,12)))))))))))-Nregion-weka.filters.unsupervised.attribute.NumericToNominal-R10-weka.filters.unsupervised.attribute.RenameNominalValues-R10-N1:Auvergne-Rhone-Alpes,2:Hauts-de-France,3:Provence-Alpes-Cote-d-Azur,4:Grand-Est,5:Occitanie,6:Normandie,7:Nouvelle-Aquitaine,8:Centre-Val-de-Loire,9:Corse,10:Bourgogne-Franche-Comte,11:Bretagne,12:Autre-weka.filters.unsupervised.attribute.Remove-R2-weka.filters.unsupervised.attribute.NumericToBinary-R7-weka.filters.unsupervised.attribute.AddExpression-E0.0-NA3/A1-weka.filters.unsupervised.attribute.AddExpression-EA3/A1-Nratio-weka.filters.unsupervised.attribute.Remove-R10-weka.filters.unsupervised.attribute.AddExpression-E(A3 / A2) / A1-Npaiement_revenu_proportion-weka.filters.unsupervised.attribute.NumericToBinary-R4-weka.filters.unsupervised.attribute.NumericToBinary-R6-weka.filters.unsupervised.attribute.Remove-R11'

@attribute revenu numeric
@attribute duree numeric
@attribute montcred numeric
@attribute situfam_binarized {0,1}
@attribute ancienn numeric
@attribute cb_binarized {0,1}
@attribute incident_binarized {0,1}
@attribute age numeric
@attribute region {Auvergne-Rhone-Alpes,Hauts-de-France,Provence-Alpes-Cote-d-Azur,Grand-Est,Occitanie,Normandie,Nouvelle-Aquitaine,Centre-Val-de-Loire,Corse,Bourgogne-Franche-Comte,Bretagne}
@attribute ratio numeric

@data
3580.713014,6,7161,1,17,1,0,39,Corse,1.999881
876.49595,16,1752,0,16,0,0,39,Corse,1.998868
1096.124251,16,1096,0,9,0,0,38,Corse,0.999887
681.364895,7,1362,0,13,0,0,36,Corse,1.998929
472.953032,8,945,0,12,0,1,35,Corse,1.998084
1804.908436,18,1804,1,13,1,0,32,Corse,0.999497
411.481783,15,411,0,11,0,0,32,Corse,0.998829
1269.993285,11,1269,0,1,1,0,31,Corse,0.999218
426.711598,9,426,0,1,0,1,31,Corse,0.998332
841.667649,15,841,0,6,1,0,28,Corse,0.999207
5394.474622,9,5394,1,6,0,0,27,Corse,0.999912
1023.020347,11,2046,0,5,0,0,27,Corse,1.99996
1098.916946,17,1098,0,1,1,0,27,Corse,0.999166
6315.606497,13,6315,1,3,0,0,25,Corse,0.999904
1322.499773,12,2644,0,1,0,1,23,Corse,1.999244
421.004634,6,842,0,1,0,0,22,Corse,1.999978
4125.000508,12,8250,1,1,0,0,22,Corse,2
547.080748,8,1094,0,1,1,1,21,Corse,1.999705
1308.094125,12,2616,0,61,1,0,90,Bourgogne-Franche-Comte,1.999856
3107.641038,12,3107,1,67,1,0,88,Bourgogne-Franche-Comte,0.999794
1139.608244,7,1139,0,61,1,0,87,Bourgogne-Franche-Comte,0.999466
5567.429747,15,11134,1,61,1,0,86,Bourgogne-Franche-Comte,1.999846
679.840969,13,679,0,66,0,0,86,Bourgogne-Franche-Comte,0.998763
6856.938784,6,13713,1,64,1,1,85,Bourgogne-Franche-Comte,1.999872
467.34534,9,934,0,50,0,1,79,Bourgogne-Franche-Comte,1.998522
894.521851,7,1789,0,58,0,0,79,Bourgogne-Franche-Comte,1.999951
1305.52995,18,2611,0,51,1,0,78,Bourgogne-Franche-Comte,1.999954
1989.300572,10,1989,1,50,1,0,78,Bourgogne-Franche-Comte,0.999849
2903.237009,15,5806,1,46,1,0,76,Bourgogne-Franche-Comte,1.999837
1055.864209,8,2111,0,53,1,0,74,Bourgogne-Franche-Comte,1.99931
2233.469729,15,4466,1,49,1,1,73,Bourgogne-Franche-Comte,1.999579
2225.348525,16,4450,1,44,1,0,69,Bourgogne-Franche-Comte,1.999687
1343.2271,14,1343,0,31,1,0,64,Bourgogne-Franche-Comte,0.999831
1062.273369,15,1062,0,38,1,0,62,Bourgogne-Franche-Comte,0.999743
921.199175,7,921,0,33,0,0,61,Bourgogne-Franche-Comte,0.999784
4213.956082,12,8427,1,25,1,0,58,Bourgogne-Franche-Comte,1.999784
3575.346559,9,7150,1,26,1,0,58,Bourgogne-Franche-Comte,1.999806
409.954669,9,819,0,25,1,0,58,Bourgogne-Franche-Comte,1.997782
1193.373324,6,1193,0,28,1,0,58,Bourgogne-Franche-Comte,0.999687
750.829207,11,1501,0,29,0,0,57,Bourgogne-Franche-Comte,1.999123
1647.95097,14,3295,1,37,1,0,57,Bourgogne-Franche-Comte,1.999453
1471.141066,9,2942,1,31,1,1,51,Bourgogne-Franche-Comte,1.999808
1308.286626,13,2616,0,28,1,1,51,Bourgogne-Franche-Comte,1.999562
518.559961,15,518,0,9,1,0,43,Bourgogne-Franche-Comte,0.99892
857.915052,14,857,0,8,0,1,42,Bourgogne-Franche-Comte,0.998933
920.768373,14,920,0,3,0,0,36,Bourgogne-Franche-Comte,0.999166
441.115946,14,441,0,10,0,0,35,Bourgogne-Franche-Comte,0.999737
2654.496611,18,5308,1,9,1,0,31,Bourgogne-Franche-Comte,1.999626
833.267389,11,833,0,6,1,0,29,Bourgogne-Franche-Comte,0.999679
1891.47053,13,3782,1,1,0,0,29,Bourgogne-Franche-Comte,1.999502
618.985949,9,618,0,1,1,0,27,Bourgogne-Franche-Comte,0.998407
817.526634,6,817,0,1,0,0,20,Bourgogne-Franche-Comte,0.999356
488.453392,8,976,0,1,0,0,18,Bourgogne-Franche-Comte,1.998144
4100.24919,11,8200,1,70,1,0,91,Bretagne,1.999878
1381.041364,9,1381,0,62,1,1,90,Bretagne,0.99997
1477.422326,10,1477,1,43,1,0,73,Bretagne,0.999714
5320.151014,14,10640,1,52,1,1,72,Bretagne,1.999943
1226.906608,13,2453,0,42,1,1,69,Bretagne,1.999337
3733.039444,11,7466,1,44,1,0,67,Bretagne,1.999979
535.367968,6,1070,0,44,1,0,67,Bretagne,1.998625
3472.845816,14,3472,1,32,1,0,66,Bretagne,0.999756
896.130039,14,1792,0,37,0,0,65,Bretagne,1.99971
1806.991356,15,3613,1,36,1,0,65,Bretagne,1.999456
556.633762,17,556,0,45,1,0,64,Bretagne,0.998861
665.013072,16,1330,0,42,0,0,63,Bretagne,1.999961
464.203485,18,928,0,25,1,0,57,Bretagne,1.999123
1364.795168,16,2729,0,30,1,0,57,Bretagne,1.999567
1150.01353,17,2300,0,29,1,0,52,Bretagne,1.999976
656.187505,10,1312,0,26,1,0,48,Bretagne,1.999429
414.513826,10,829,0,15,0,1,48,Bretagne,1.999933
493.032391,10,986,0,15,1,1,46,Bretagne,1.999869
721.046748,8,1442,0,15,0,0,46,Bretagne,1.99987
539.041607,12,539,0,17,0,1,45,Bretagne,0.999923
1165.637703,6,2331,0,18,1,1,42,Bretagne,1.999764
972.762695,18,972,0,11,0,0,41,Bretagne,0.999216
1314.721911,15,2629,0,13,1,0,37,Bretagne,1.999662
1314.801486,13,1314,0,2,1,0,36,Bretagne,0.99939
606.999416,18,606,0,11,1,0,33,Bretagne,0.998354
816.888549,14,816,0,1,0,0,30,Bretagne,0.998912
1590.446663,8,1590,1,3,1,0,25,Bretagne,0.999719
1027.365328,8,2054,0,1,1,0,21,Bretagne,1.999289
3368.86151,6,3368,1,1,0,0,19,Bretagne,0.999744
464.427605,17,928,0,62,0,1,92,Nouvelle-Aquitaine,1.998159
7698.248197,13,7698,1,65,1,0,88,Nouvelle-Aquitaine,0.999968
476.841919,6,953,0,69,0,1,88,Nouvelle-Aquitaine,1.998566
630.82503,9,1261,0,59,1,0,86,Nouvelle-Aquitaine,1.99897
2481.652182,15,4963,1,64,1,1,86,Nouvelle-Aquitaine,1.999877
1580.296756,12,3160,1,57,1,0,83,Nouvelle-Aquitaine,1.999624
1342.300152,6,2684,0,55,1,0,82,Nouvelle-Aquitaine,1.999553
1605.546783,17,1605,1,47,1,0,79,Nouvelle-Aquitaine,0.999659
1006.960998,9,1006,0,39,1,0,66,Nouvelle-Aquitaine,0.999046
510.527153,8,1021,0,37,1,0,59,Nouvelle-Aquitaine,1.999894
1522.377107,10,1522,1,24,1,0,58,Nouvelle-Aquitaine,0.999752
2596.489233,8,5192,1,28,1,0,58,Nouvelle-Aquitaine,1.999623
788.920329,6,788,0,30,0,0,55,Nouvelle-Aquitaine,0.998833
4917.202893,9,9834,1,35,1,0,55,Nouvelle-Aquitaine,1.999917
2509.185303,9,2509,1,23,1,0,52,Nouvelle-Aquitaine,0.999926
7632.711614,9,7632,1,31,1,0,52,Nouvelle-Aquitaine,0.999907
1340.846687,7,2681,0,23,1,1,51,Nouvelle-Aquitaine,1.999483
2250.102694,18,2250,1,27,1,0,50,Nouvelle-Aquitaine,0.999954
1181.934181,13,2363,0,27,1,0,46,Nouvelle-Aquitaine,1.999265
1410.917448,18,1410,1,19,1,0,45,Nouvelle-Aquitaine,0.99935
6527.088965,17,6527,1,14,1,0,43,Nouvelle-Aquitaine,0.999986
875.233464,18,1750,0,21,0,0,42,Nouvelle-Aquitaine,1.999467
1728.232733,16,3456,1,20,1,0,41,Nouvelle-Aquitaine,1.999731
3011.169362,18,6022,1,9,0,0,40,Nouvelle-Aquitaine,1.999888
610.26161,7,1220,0,12,0,0,37,Nouvelle-Aquitaine,1.999143
1959.976457,16,1959,1,10,1,0,33,Nouvelle-Aquitaine,0.999502
761.073543,14,761,0,1,1,1,32,Nouvelle-Aquitaine,0.999903
903.464888,7,903,0,1,0,0,28,Nouvelle-Aquitaine,0.999485
403.436679,17,403,0,1,1,0,28,Nouvelle-Aquitaine,0.998918
1156.057287,11,2312,0,1,1,1,23,Nouvelle-Aquitaine,1.999901
4108.385067,9,8216,1,4,0,1,23,Nouvelle-Aquitaine,1.999813
2852.468496,9,5704,1,1,0,0,21,Nouvelle-Aquitaine,1.999672
629.188815,11,1258,0,51,0,0,81,Nouvelle-Aquitaine,1.9994
3043.096548,16,6086,1,55,1,0,74,Nouvelle-Aquitaine,1.999937
413.49857,16,826,0,49,0,0,73,Nouvelle-Aquitaine,1.997589
1160.745215,14,1160,0,41,1,0,67,Nouvelle-Aquitaine,0.999358
793.707538,18,1587,0,42,0,0,62,Nouvelle-Aquitaine,1.999477
1231.02354,12,1231,0,34,1,0,61,Nouvelle-Aquitaine,0.999981
439.175859,9,878,0,40,0,0,60,Nouvelle-Aquitaine,1.999199
2026.35532,18,2026,1,32,1,0,54,Nouvelle-Aquitaine,0.999825
455.939125,18,455,0,22,0,0,53,Nouvelle-Aquitaine,0.99794
1010.267631,14,1010,0,22,1,1,52,Nouvelle-Aquitaine,0.999735
764.879225,10,764,0,29,0,0,52,Nouvelle-Aquitaine,0.998851
2078.606149,16,4157,1,19,1,0,48,Nouvelle-Aquitaine,1.999898
1498.423085,17,2996,1,12,1,0,39,Nouvelle-Aquitaine,1.999435
1697.645514,18,3395,1,12,1,1,38,Nouvelle-Aquitaine,1.999829
691.800824,14,691,0,9,0,0,36,Nouvelle-Aquitaine,0.998842
1063.047026,13,1063,0,14,1,0,33,Nouvelle-Aquitaine,0.999956
3070.121328,8,6140,1,1,1,0,26,Nouvelle-Aquitaine,1.999921
1263.752473,13,1263,0,1,0,0,21,Nouvelle-Aquitaine,0.999405
2894.845737,11,5789,1,67,1,0,90,Bourgogne-Franche-Comte,1.999761
5935.905232,7,11871,1,67,1,0,86,Bourgogne-Franche-Comte,1.999863
467.262983,11,934,0,64,0,0,84,Bourgogne-Franche-Comte,1.998874
589.172128,18,589,0,65,1,0,84,Bourgogne-Franche-Comte,0.999708
688.653476,15,1377,0,62,0,0,82,Bourgogne-Franche-Comte,1.999554
854.487059,18,1708,0,51,0,1,82,Bourgogne-Franche-Comte,1.99886
1065.072594,17,2130,0,51,1,0,79,Bourgogne-Franche-Comte,1.999864
1879.438828,11,1879,1,47,1,0,75,Bourgogne-Franche-Comte,0.999767
830.458948,14,830,0,49,0,0,73,Bourgogne-Franche-Comte,0.999447
1203.429261,14,1203,0,43,1,0,71,Bourgogne-Franche-Comte,0.999643
643.536468,14,643,0,39,0,0,62,Bourgogne-Franche-Comte,0.999166
896.328175,9,1792,0,24,0,0,58,Bourgogne-Franche-Comte,1.999268
406.406642,13,406,0,27,0,1,58,Bourgogne-Franche-Comte,0.998999
827.660514,7,827,0,29,0,0,56,Bourgogne-Franche-Comte,0.999202
530.94679,18,530,0,22,1,0,54,Bourgogne-Franche-Comte,0.998217
901.458599,11,901,0,31,0,0,51,Bourgogne-Franche-Comte,0.999491
5696.85071,8,11393,1,24,1,0,50,Bourgogne-Franche-Comte,1.999877
679.805477,7,1359,0,28,0,0,48,Bourgogne-Franche-Comte,1.999101
1890.614375,16,3781,1,22,1,0,44,Bourgogne-Franche-Comte,1.999879
434.987647,12,869,0,14,0,0,43,Bourgogne-Franche-Comte,1.997758
1275.648989,7,2551,0,19,1,0,40,Bourgogne-Franche-Comte,1.999766
3731.49747,15,3731,1,8,1,0,36,Bourgogne-Franche-Comte,0.999867
1309.912602,7,2619,0,12,1,0,35,Bourgogne-Franche-Comte,1.99937
747.670476,11,1495,0,12,0,1,34,Bourgogne-Franche-Comte,1.999544
1151.940485,7,1151,0,5,0,0,33,Bourgogne-Franche-Comte,0.999184
834.409859,18,834,0,2,0,1,29,Bourgogne-Franche-Comte,0.999509
964.875404,18,964,0,1,0,0,28,Bourgogne-Franche-Comte,0.999093
660.708449,7,660,0,3,0,0,28,Bourgogne-Franche-Comte,0.998928
779.421342,9,1558,0,1,0,0,24,Bourgogne-Franche-Comte,1.998919
561.621761,11,561,0,1,0,0,23,Bourgogne-Franche-Comte,0.998893
965.338302,17,965,0,1,0,0,19,Bourgogne-Franche-Comte,0.99965
400.198602,17,800,0,67,1,0,90,Auvergne-Rhone-Alpes,1.999007
1726.919039,14,3453,1,60,1,0,86,Auvergne-Rhone-Alpes,1.999515
1474.546612,16,1474,1,59,1,0,83,Auvergne-Rhone-Alpes,0.999629
714.903649,6,714,0,46,1,0,80,Auvergne-Rhone-Alpes,0.998736
493.400169,9,986,0,51,0,0,79,Auvergne-Rhone-Alpes,1.998378
1548.28043,6,3096,1,38,1,0,72,Auvergne-Rhone-Alpes,1.999638
1018.03638,8,1018,0,34,1,0,68,Auvergne-Rhone-Alpes,0.999964
1092.504624,11,1092,0,31,1,0,65,Auvergne-Rhone-Alpes,0.999538
1163.775333,10,1163,0,26,1,0,51,Auvergne-Rhone-Alpes,0.999334
1049.391923,12,2098,0,32,1,0,51,Auvergne-Rhone-Alpes,1.999253
825.473692,7,825,0,16,0,0,50,Auvergne-Rhone-Alpes,0.999426
617.777348,7,1235,0,22,0,0,49,Auvergne-Rhone-Alpes,1.999102
6559.777086,8,6559,1,10,1,0,42,Auvergne-Rhone-Alpes,0.999882
1691.141298,18,1691,1,21,1,0,41,Auvergne-Rhone-Alpes,0.999916
1024.075985,18,2048,0,9,0,0,36,Auvergne-Rhone-Alpes,1.999852
1291.713209,17,1291,0,17,1,0,36,Auvergne-Rhone-Alpes,0.999448
649.676159,15,649,0,14,0,0,35,Auvergne-Rhone-Alpes,0.998959
459.922913,18,919,0,13,0,0,33,Auvergne-Rhone-Alpes,1.998161
4110.029197,9,4110,1,1,0,0,27,Auvergne-Rhone-Alpes,0.999993
1150.365598,16,2300,0,1,0,0,23,Auvergne-Rhone-Alpes,1.999364
1850.887253,17,1850,1,72,1,0,92,Normandie,0.999521
623.376984,15,623,0,57,0,1,91,Normandie,0.999395
420.026083,11,840,0,65,1,0,88,Normandie,1.999876
703.764303,10,1407,0,54,0,1,86,Normandie,1.999249
1364.232085,7,1364,0,56,1,0,77,Normandie,0.99983
1243.439185,15,1243,0,46,1,0,77,Normandie,0.999647
1147.342231,17,2294,0,55,1,0,75,Normandie,1.999403
926.133184,15,1852,0,41,0,0,72,Normandie,1.999712
3002.320929,10,3002,1,46,1,1,71,Normandie,0.999893
2358.514896,6,2358,1,24,1,0,52,Normandie,0.999782
659.163259,14,1318,0,27,0,0,51,Normandie,1.999505
4133.794024,6,4133,1,31,1,0,50,Normandie,0.999808
4003.754028,8,4003,1,30,1,0,50,Normandie,0.999812
1197.685741,14,1197,0,19,1,0,48,Normandie,0.999427
1738.345829,6,1738,1,15,1,0,45,Normandie,0.999801
2018.258975,10,4036,1,7,0,0,41,Normandie,1.999743
2098.484883,12,4196,1,6,1,1,39,Normandie,1.999538
1500.764108,15,3001,1,13,1,0,36,Normandie,1.999648
460.389676,13,920,0,2,0,1,34,Normandie,1.998307
1210.043816,7,2420,0,6,0,0,32,Normandie,1.999928
1721.162157,12,3442,1,7,1,0,28,Normandie,1.999812
1632.657349,17,1632,1,3,0,0,27,Normandie,0.999597
1286.796108,9,2573,0,1,1,0,27,Normandie,1.99954
2660.815727,6,5321,1,1,0,0,22,Normandie,1.999763
563.63206,8,563,0,1,0,0,21,Normandie,0.998879
1016.010883,10,1016,0,1,1,0,20,Normandie,0.999989
906.464982,17,906,0,1,0,0,19,Normandie,0.999487
1033.691766,18,2067,0,65,1,1,90,Centre-Val-de-Loire,1.999629
1124.416982,11,1124,0,66,1,1,90,Centre-Val-de-Loire,0.999629
805.574208,7,1611,0,68,0,0,90,Centre-Val-de-Loire,1.999816
595.848773,10,595,0,55,0,0,88,Centre-Val-de-Loire,0.998576
832.936867,15,832,0,57,1,0,85,Centre-Val-de-Loire,0.998875
1065.569348,17,2131,0,58,1,0,81,Centre-Val-de-Loire,1.99987
2620.03548,10,2620,1,46,1,0,80,Centre-Val-de-Loire,0.999986
1807.571896,9,3615,1,51,1,0,75,Centre-Val-de-Loire,1.99992
957.308206,12,1914,0,46,0,1,72,Centre-Val-de-Loire,1.999356
528.299079,14,1056,0,38,0,1,71,Centre-Val-de-Loire,1.998868
2767.536411,13,2767,1,35,1,0,69,Centre-Val-de-Loire,0.999806
762.795221,12,762,0,45,0,0,69,Centre-Val-de-Loire,0.998957
1222.333568,17,1222,0,35,1,1,61,Centre-Val-de-Loire,0.999727
1680.406353,18,3360,1,30,1,0,59,Centre-Val-de-Loire,1.999516
442.564653,10,885,0,35,1,0,57,Centre-Val-de-Loire,1.999708
4575.315167,15,9150,1,25,1,1,51,Centre-Val-de-Loire,1.999862
490.66207,6,490,0,20,1,0,51,Centre-Val-de-Loire,0.998651
435.163686,15,870,0,18,0,0,46,Centre-Val-de-Loire,1.999248
1500.134956,15,3000,1,19,1,0,45,Centre-Val-de-Loire,1.99982
1113.337359,11,2226,0,10,0,1,39,Centre-Val-de-Loire,1.999394
761.752779,14,761,0,15,1,0,36,Centre-Val-de-Loire,0.999012
558.169611,6,1116,0,4,0,0,36,Centre-Val-de-Loire,1.999392
1148.745382,18,2297,0,16,1,0,36,Centre-Val-de-Loire,1.999573
1304.329254,17,1304,0,12,1,0,36,Centre-Val-de-Loire,0.999748
866.793976,16,866,0,16,1,0,35,Centre-Val-de-Loire,0.999084
2825.71752,11,2825,1,15,1,0,34,Centre-Val-de-Loire,0.999746
1236.394043,14,1236,0,10,1,0,30,Centre-Val-de-Loire,0.999681
612.118803,8,1224,0,3,0,0,30,Centre-Val-de-Loire,1.999612
1079.711306,15,2159,0,1,1,0,27,Centre-Val-de-Loire,1.999609
619.489185,14,619,0,1,1,0,27,Centre-Val-de-Loire,0.99921
730.472664,16,1460,0,1,1,0,26,Centre-Val-de-Loire,1.998706
493.481428,13,986,0,3,1,0,26,Centre-Val-de-Loire,1.998049
5879.894692,10,11759,1,1,0,0,22,Centre-Val-de-Loire,1.999866
7091.287796,15,7091,1,1,1,0,19,Centre-Val-de-Loire,0.999959
1440.551955,7,2881,1,1,0,0,18,Centre-Val-de-Loire,1.999928
4106.329098,6,8212,1,62,1,0,90,Bretagne,1.99984
4655.993641,13,9311,1,57,1,1,90,Bretagne,1.999788
7295.171559,7,14590,1,58,1,0,89,Bretagne,1.999953
1284.112895,18,2568,0,55,1,0,84,Bretagne,1.999824
932.951272,8,1865,0,58,0,0,82,Bretagne,1.999033
4088.403048,8,8176,1,63,1,0,82,Bretagne,1.999803
1089.785786,7,1089,0,57,1,0,80,Bretagne,0.999279
1790.047622,16,1790,1,59,1,0,80,Bretagne,0.999973
786.156017,12,786,0,38,1,0,71,Bretagne,0.999802
5099.222304,6,5099,1,44,1,0,71,Bretagne,0.999956
1143.208521,15,1143,0,42,1,0,71,Bretagne,0.999818
843.271038,6,1686,0,38,1,0,67,Bretagne,1.999357
2215.064409,6,4430,1,35,1,0,64,Bretagne,1.999942
7518.819927,6,7518,1,28,1,0,60,Bretagne,0.999891
627.905689,14,1255,0,31,1,1,60,Bretagne,1.998708
934.466301,8,934,0,25,0,0,59,Bretagne,0.999501
1123.590626,14,2247,0,23,1,0,57,Bretagne,1.999839
2699.710253,11,2699,1,24,1,0,51,Bretagne,0.999737
1064.507752,13,2129,0,20,1,1,46,Bretagne,1.999985
3055.672605,13,6111,1,5,1,0,37,Bretagne,1.999887
1477.222723,11,2954,1,10,0,0,36,Bretagne,1.999698
3721.710077,9,7443,1,9,1,0,34,Bretagne,1.999887
463.323875,16,463,0,1,1,1,26,Bretagne,0.999301
2993.321211,10,2993,1,4,1,0,26,Bretagne,0.999893
2040.293987,6,4080,1,2,0,0,24,Bretagne,1.999712
2713.931435,12,2713,1,2,0,0,21,Bretagne,0.999657
824.228829,14,1648,0,1,1,0,21,Bretagne,1.999445
715.185796,13,1430,0,1,0,0,21,Bretagne,1.99948
1723.76575,17,3447,1,1,1,1,18,Bretagne,1.999692
1059.942079,15,1059,0,1,0,0,18,Bretagne,0.999111
617.479827,11,1234,0,70,1,0,92,Occitanie,1.998446
2470.627902,9,4941,1,67,1,0,90,Occitanie,1.999896
6653.355606,11,13306,1,62,1,0,90,Occitanie,1.999893
1351.513806,17,2703,0,57,1,1,86,Occitanie,1.99998
1288.254792,12,1288,0,60,1,0,83,Occitanie,0.999802
658.228542,9,658,0,51,1,0,80,Occitanie,0.999653
1379.617576,9,1379,0,44,1,0,78,Occitanie,0.999552
2471.533411,10,4943,1,48,1,0,73,Occitanie,1.999973
1752.11716,6,1752,1,48,1,0,72,Occitanie,0.999933
1606.452318,17,1606,1,41,1,0,67,Occitanie,0.999718
474.368125,17,474,0,32,0,0,62,Occitanie,0.999224
5790.924777,16,11581,1,29,1,1,60,Occitanie,1.999853
421.073619,14,421,0,33,0,0,59,Occitanie,0.999825
2208.496712,10,4416,1,25,1,0,54,Occitanie,1.99955
2936.523134,9,5873,1,31,1,0,53,Occitanie,1.999984
750.661478,8,750,0,16,0,0,49,Occitanie,0.999119
1786.333585,18,1786,1,22,1,0,45,Occitanie,0.999813
1562.637534,16,1562,1,24,1,0,44,Occitanie,0.999592
7913.581786,9,7913,1,14,1,0,40,Occitanie,0.999926
2063.033429,7,2063,1,1,0,0,22,Occitanie,0.999984
643.072559,18,643,0,73,1,0,92,Occitanie,0.999887
477.136282,17,954,0,68,0,0,89,Occitanie,1.999429
2468.835877,6,2468,1,65,1,0,88,Occitanie,0.999661
507.13191,10,507,0,62,1,0,84,Occitanie,0.99974
1355.157436,14,1355,0,64,1,0,84,Occitanie,0.999884
827.686542,8,1655,0,51,1,0,83,Occitanie,1.999549
1503.762443,14,3007,1,48,1,0,82,Occitanie,1.999651
3311.551849,18,3311,1,47,1,0,81,Occitanie,0.999833
696.425685,13,696,0,59,1,0,80,Occitanie,0.999389
1000.4515,9,2000,0,48,1,0,78,Occitanie,1.999097
577.358994,9,1154,0,57,1,0,77,Occitanie,1.998756
553.438212,13,1106,0,46,1,0,77,Occitanie,1.998416
1499.031644,17,2998,1,55,1,0,75,Occitanie,1.999958
635.699304,7,635,0,36,1,1,70,Occitanie,0.9989
1924.729212,14,3849,1,38,1,1,69,Occitanie,1.999762
2440.723102,11,2440,1,34,1,0,66,Occitanie,0.999704
1080.280273,16,2160,0,33,1,0,62,Occitanie,1.999481
1434.207973,13,1434,1,31,1,0,61,Occitanie,0.999855
1644.065101,15,1644,1,38,1,0,57,Occitanie,0.99996
5002.14434,17,10004,1,27,1,1,56,Occitanie,1.999942
1736.766502,8,1736,1,19,1,0,50,Occitanie,0.999559
477.974569,7,477,0,20,0,0,50,Occitanie,0.997961
2252.983651,6,2252,1,25,1,0,49,Occitanie,0.999563
537.266203,15,1074,0,26,0,0,49,Occitanie,1.999009
742.46363,10,1484,0,15,1,0,46,Occitanie,1.998751
2812.843483,18,5625,1,26,1,0,46,Occitanie,1.999756
798.468787,7,798,0,10,0,0,38,Occitanie,0.999413
1969.172011,18,1969,1,10,1,0,36,Occitanie,0.999913
400.779273,12,400,0,13,0,0,34,Occitanie,0.998056
1298.34883,7,2596,0,6,0,1,31,Occitanie,1.999463
441.811508,12,441,0,3,1,0,30,Occitanie,0.998163
514.415259,7,514,0,1,1,0,28,Occitanie,0.999193
601.975831,11,601,0,6,1,0,28,Occitanie,0.998379
1053.509687,9,2107,0,1,0,0,25,Occitanie,1.999982
1491.263824,16,1491,1,1,1,0,20,Occitanie,0.999823
1125.318753,13,1125,0,1,1,0,19,Occitanie,0.999717
1020.015926,10,2040,0,1,0,0,19,Occitanie,1.999969
1032.143405,17,2064,0,59,1,0,92,Occitanie,1.999722
1377.737308,8,2755,0,65,1,0,87,Occitanie,1.999656
9455.120105,14,18910,1,49,1,1,82,Occitanie,1.999975
1453.554735,11,2907,1,62,1,0,82,Occitanie,1.999925
822.778625,17,822,0,46,0,0,79,Occitanie,0.999054
4862.964048,6,4862,1,52,1,0,78,Occitanie,0.999802
678.497127,12,1356,0,38,1,0,72,Occitanie,1.998535
1361.82816,17,1361,0,47,1,1,71,Occitanie,0.999392
5745.183509,10,5745,1,44,1,0,69,Occitanie,0.999968
578.149439,16,578,0,19,1,0,53,Occitanie,0.999742
2719.272116,11,5438,1,14,1,1,47,Occitanie,1.9998
1450.835337,15,2901,1,12,1,1,46,Occitanie,1.999538
3080.821537,17,3080,1,15,1,0,44,Occitanie,0.999733
1048.254689,13,1048,0,13,1,0,37,Occitanie,0.999757
792.897249,11,1585,0,2,0,0,33,Occitanie,1.998998
1460.577023,11,2921,1,9,0,0,32,Occitanie,1.999895
820.962894,11,1641,0,1,0,0,32,Occitanie,1.998872
1432.079361,6,1432,1,1,1,0,31,Occitanie,0.999945
4235.581834,8,4235,1,1,1,0,29,Occitanie,0.999863
3384.847912,8,3384,1,1,1,0,29,Occitanie,0.999749
1094.860458,17,2189,0,1,0,1,25,Occitanie,1.999342
725.439148,10,1450,0,65,0,0,89,Nouvelle-Aquitaine,1.998789
640.641574,7,640,0,65,0,0,87,Nouvelle-Aquitaine,0.998999
1864.31986,13,3728,1,50,1,0,84,Nouvelle-Aquitaine,1.999657
1075.068017,8,2150,0,60,1,1,80,Nouvelle-Aquitaine,1.999873
4639.362445,7,9278,1,45,1,0,72,Nouvelle-Aquitaine,1.999844
2004.792105,18,2004,1,34,1,0,65,Nouvelle-Aquitaine,0.999605
409.930828,16,409,0,33,0,0,61,Nouvelle-Aquitaine,0.997729
3290.179623,9,3290,1,29,1,0,59,Nouvelle-Aquitaine,0.999945
3974.109967,9,7948,1,36,1,0,59,Nouvelle-Aquitaine,1.999945
1344.807729,15,2689,0,29,1,0,53,Nouvelle-Aquitaine,1.999542
